Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,TER,Filename,Model,Instrument
0.0,0.0,0.0,0.2758620689655173,0.2,0.4444444444444444,0.0,3.2222222222222223,f9_row_straight,MT3,Flute
0.0,0.0,0.0,0.2105263157894736,0.1353383458646616,0.4736842105263157,0.0,4.5,m10_caro_straight,MT3,Flute
0.0,0.0,0.0,0.2522522522522522,0.160919540229885,0.5833333333333334,0.0,4.625,m10_dona_straight,MT3,Flute
0.0,0.0,0.0,0.231578947368421,0.1617647058823529,0.4074074074074074,0.0,3.5185185185185186,m10_row_straight,MT3,Flute
0.0,0.0,0.0,0.1470588235294117,0.0854700854700854,0.5263157894736842,0.0,7.157894736842105,m11_caro_straight,MT3,Flute
0.0,0.0,0.0,0.2222222222222222,0.1515151515151515,0.4166666666666667,0.0,3.75,m11_dona_straight,MT3,Flute
0.0,0.0,0.0,0.2142857142857142,0.1578947368421052,0.3333333333333333,0.0,3.111111111111111,m11_row_straight,MT3,Flute
0.0,0.0,0.0,0.1978021978021978,0.125,0.4736842105263157,0.0,4.7894736842105265,m1_caro_straight,MT3,Flute
0.0,0.0,0.0,0.2985074626865671,0.2325581395348837,0.4166666666666667,0.0,2.7916666666666665,m1_dona_straight,MT3,Flute
0.0,0.0,0.0,0.1594202898550724,0.0990990990990991,0.4074074074074074,0.0,5.111111111111111,m1_row_straight,MT3,Flute
0.004,0.0263157894736842,0.0069444444444444,0.1597222222222222,0.092,0.6052631578947368,0.0,7.526315789473684,m2_caro_straight,MT3,Flute
0.0,0.0,0.0,0.155440414507772,0.0887573964497041,0.625,0.0,8.041666666666666,m2_dona_straight,MT3,Flute
0.0,0.0,0.0,0.2162162162162162,0.1428571428571428,0.4444444444444444,0.0,4.111111111111111,m2_row_straight,MT3,Flute
0.0,0.0,0.0,0.1181434599156118,0.0703517587939698,0.3684210526315789,0.0,6.2368421052631575,m3_caro_straight,MT3,Flute
0.0,0.0,0.0,0.1904761904761904,0.1176470588235294,0.5,0.0,5.25,m3_dona_straight,MT3,Flute
0.0,0.0,0.0,0.2978723404255319,0.208955223880597,0.5185185185185185,0.0,3.4814814814814814,m3_row_straight,MT3,Flute
0.0,0.0,0.0,0.1739130434782608,0.1095890410958904,0.4210526315789473,0.0,4.842105263157895,m4_caro_straight,MT3,Flute
0.0,0.0,0.0,0.3157894736842105,0.2,0.75,0.0,4.75,m4_dona_straight,MT3,Flute
0.0,0.0,0.0,0.2372881355932203,0.21875,0.2592592592592592,0.0,2.185185185185185,m4_row_straight,MT3,Flute
0.0,0.0,0.0,0.1311475409836065,0.0827586206896551,0.3157894736842105,0.0,4.815789473684211,m5_caro_straight,MT3,Flute
0.0,0.0,0.0,0.2909090909090909,0.1860465116279069,0.6666666666666666,0.0,4.583333333333333,m5_dona_straight,MT3,Flute
0.0,0.0,0.0,0.3888888888888889,0.3111111111111111,0.5185185185185185,0.0,2.6666666666666665,m5_row_straight,MT3,Flute
0.0,0.0,0.0,0.0899653979238754,0.0517928286852589,0.3421052631578947,0.0,7.605263157894737,m6_caro_straight,MT3,Flute
0.0,0.0,0.0,0.3703703703703703,0.2631578947368421,0.625,0.0,3.375,m6_dona_straight,MT3,Flute
0.0,0.0,0.0,0.325,0.2452830188679245,0.4814814814814814,0.0,2.962962962962963,m6_row_straight,MT3,Flute
0.0,0.0,0.0,0.1255813953488372,0.0688775510204081,0.7105263157894737,0.0,11.31578947368421,m7_caro_straight,MT3,Flute
0.0,0.0,0.0,0.1463414634146341,0.1034482758620689,0.25,0.0,3.4166666666666665,m7_dona_straight,MT3,Flute
0.0,0.0,0.0,0.3943661971830985,0.3181818181818182,0.5185185185185185,0.0,2.6296296296296298,m7_row_straight,MT3,Flute
0.0,0.0,0.0,0.15,0.0925925925925925,0.3947368421052631,0.0,5.2631578947368425,m8_caro_straight,MT3,Flute
0.0,0.0,0.0,0.1571428571428571,0.0948275862068965,0.4583333333333333,0.0,5.833333333333333,m8_dona_straight,MT3,Flute
0.0097087378640776,0.0263157894736842,0.0141843971631205,0.0283687943262411,0.0194174757281553,0.0526315789473684,0.0,3.710526315789474,m9_caro_straight,MT3,Flute
0.0,0.0,0.0,0.0833333333333333,0.0625,0.125,0.0,3.0,m9_dona_straight,MT3,Flute
0.0,0.0,0.0,0.087719298245614,0.057471264367816,0.1851851851851851,0.0,4.222222222222222,m9_row_straight,MT3,Flute
0.2317073170731707,0.5,0.3166666666666667,0.35,0.2560975609756097,0.5526315789473685,0.1333333333333333,2.1578947368421053,f1_caro_straight,MT3,Trumpet
0.2280701754385964,0.5416666666666666,0.3209876543209876,0.345679012345679,0.2456140350877192,0.5833333333333334,0.1728395061728395,2.2916666666666665,f1_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.4411764705882353,0.3658536585365853,0.5555555555555556,0.0,2.5185185185185186,f1_row_straight,MT3,Trumpet
0.1205673758865248,0.4473684210526316,0.1899441340782122,0.223463687150838,0.1418439716312056,0.5263157894736842,0.0446927374301676,3.8157894736842106,f2_caro_straight,MT3,Trumpet
0.4285714285714285,0.625,0.5084745762711864,0.5423728813559322,0.4571428571428571,0.6666666666666666,0.3389830508474576,1.2083333333333333,f2_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.4482758620689655,0.4193548387096774,0.4814814814814814,0.0,2.1481481481481484,f2_row_straight,MT3,Trumpet
0.2424242424242424,0.6666666666666666,0.3555555555555555,0.3777777777777777,0.2575757575757575,0.7083333333333334,0.2666666666666666,2.4166666666666665,f3_dona_straight,MT3,Trumpet
0.037037037037037,0.074074074074074,0.0493827160493827,0.2962962962962963,0.2222222222222222,0.4444444444444444,0.0246913580246913,2.8518518518518516,f3_row_straight,MT3,Trumpet
0.2727272727272727,0.4736842105263157,0.3461538461538461,0.4230769230769231,0.3333333333333333,0.5789473684210527,0.0961538461538461,1.7894736842105263,f4_caro_straight,MT3,Trumpet
0.3265306122448979,0.6666666666666666,0.4383561643835615,0.4383561643835615,0.3265306122448979,0.6666666666666666,0.2191780821917807,1.7916666666666667,f4_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.5,0.4545454545454545,0.5555555555555556,0.0,2.2222222222222223,f4_row_straight,MT3,Trumpet
0.2923076923076923,0.5,0.3689320388349514,0.3883495145631068,0.3076923076923077,0.5263157894736842,0.174757281553398,1.7105263157894737,f5_caro_straight,MT3,Trumpet
0.4722222222222222,0.7083333333333334,0.5666666666666667,0.6,0.5,0.75,0.5,1.0833333333333333,f5_dona_straight,MT3,Trumpet
0.073170731707317,0.1111111111111111,0.088235294117647,0.411764705882353,0.3414634146341463,0.5185185185185185,0.0588235294117647,2.2962962962962963,f5_row_straight,MT3,Trumpet
0.1612903225806451,0.5263157894736842,0.2469135802469136,0.2839506172839506,0.1854838709677419,0.6052631578947368,0.0864197530864197,3.210526315789474,f6_caro_straight,MT3,Trumpet
0.1791044776119403,0.5,0.2637362637362637,0.3516483516483516,0.2388059701492537,0.6666666666666666,0.1318681318681318,2.7916666666666665,f6_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.3582089552238806,0.3,0.4444444444444444,0.0,2.4814814814814814,f6_row_straight,MT3,Trumpet
0.135593220338983,0.4210526315789473,0.2051282051282051,0.2435897435897435,0.1610169491525423,0.5,0.0769230769230769,3.263157894736842,f7_caro_straight,MT3,Trumpet
0.3064516129032258,0.7916666666666666,0.4418604651162791,0.4651162790697674,0.3225806451612903,0.8333333333333334,0.2790697674418604,2.0,f7_dona_straight,MT3,Trumpet
0.054054054054054,0.074074074074074,0.0625,0.4375,0.3783783783783784,0.5185185185185185,0.03125,2.2222222222222223,f7_row_straight,MT3,Trumpet
0.2982456140350877,0.4473684210526316,0.3578947368421052,0.3789473684210526,0.3157894736842105,0.4736842105263157,0.1894736842105263,1.605263157894737,f8_caro_straight,MT3,Trumpet
0.4054054054054054,0.625,0.4918032786885246,0.5245901639344263,0.4324324324324324,0.6666666666666666,0.3934426229508196,1.2916666666666667,f8_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.3714285714285714,0.3023255813953488,0.4814814814814814,0.0,2.592592592592593,f8_row_straight,MT3,Trumpet
0.2903225806451613,0.4736842105263157,0.36,0.44,0.3548387096774194,0.5789473684210527,0.24,1.6842105263157894,f9_caro_straight,MT3,Trumpet
0.4523809523809524,0.7916666666666666,0.5757575757575758,0.6060606060606061,0.4761904761904761,0.8333333333333334,0.4242424242424242,1.1666666666666667,f9_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.3548387096774193,0.3142857142857143,0.4074074074074074,0.0,2.2962962962962963,f9_row_straight,MT3,Trumpet
0.0063291139240506,0.0263157894736842,0.010204081632653,0.1938775510204081,0.120253164556962,0.5,0.0,5.105263157894737,m10_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.2627737226277372,0.1592920353982301,0.75,0.0,5.708333333333333,m10_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.2905982905982905,0.1888888888888888,0.6296296296296297,0.0,4.333333333333333,m10_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.2270742358078602,0.1361256544502617,0.6842105263157895,0.0,6.026315789473684,m11_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.2318840579710145,0.1403508771929824,0.6666666666666666,0.0,5.75,m11_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.3177570093457944,0.2125,0.6296296296296297,0.0,3.962962962962963,m11_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.272108843537415,0.1834862385321101,0.5263157894736842,0.0,3.868421052631579,m1_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.392156862745098,0.2564102564102564,0.8333333333333334,0.0,4.25,m1_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.2784810126582278,0.2115384615384615,0.4074074074074074,0.0,2.925925925925926,m1_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.2019230769230769,0.1235294117647058,0.5526315789473685,0.0,5.473684210526316,m2_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.3551401869158878,0.2289156626506024,0.7916666666666666,0.0,4.458333333333333,m2_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.2933333333333333,0.2291666666666666,0.4074074074074074,0.0,2.7777777777777777,m2_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.231578947368421,0.1447368421052631,0.5789473684210527,0.0,5.0,m3_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.3902439024390244,0.2758620689655172,0.6666666666666666,0.0,3.4166666666666665,m3_dona_straight,MT3,Trumpet
0.0135135135135135,0.037037037037037,0.0198019801980198,0.3564356435643564,0.2432432432432432,0.6666666666666666,0.0,3.6666666666666665,m3_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.3236994219653179,0.2074074074074074,0.7368421052631579,0.0,4.552631578947368,m4_caro_straight,MT3,Trumpet
0.0117647058823529,0.0416666666666666,0.018348623853211,0.3669724770642202,0.2352941176470588,0.8333333333333334,0.0,4.458333333333333,m4_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.3880597014925373,0.325,0.4814814814814814,0.0,2.4814814814814814,m4_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.2083333333333333,0.1298701298701298,0.5263157894736842,0.0,5.052631578947368,m5_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.3783783783783784,0.2413793103448276,0.875,0.0,4.625,m5_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.4054054054054054,0.3191489361702128,0.5555555555555556,0.0,2.740740740740741,m5_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.1111111111111111,0.0646551724137931,0.3947368421052631,0.0,7.105263157894737,m6_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.5245901639344263,0.4324324324324324,0.6666666666666666,0.0,2.5416666666666665,m6_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.2295081967213114,0.2058823529411764,0.2592592592592592,0.0,2.259259259259259,m6_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.0784313725490196,0.0432432432432432,0.4210526315789473,0.0,10.736842105263158,m7_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.3578947368421052,0.2394366197183098,0.7083333333333334,0.0,3.9583333333333335,m7_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.5217391304347826,0.4285714285714285,0.6666666666666666,0.0,2.5555555555555554,m7_row_straight,MT3,Trumpet
0.0,0.0,0.0,0.2403846153846154,0.1470588235294117,0.6578947368421053,0.0,5.473684210526316,m8_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.4137931034482759,0.2857142857142857,0.75,0.0,3.625,m8_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.0747663551401869,0.0579710144927536,0.1052631578947368,0.0,2.8157894736842106,m9_caro_straight,MT3,Trumpet
0.0,0.0,0.0,0.1318681318681318,0.0895522388059701,0.25,0.0,3.7916666666666665,m9_dona_straight,MT3,Trumpet
0.0,0.0,0.0,0.1142857142857143,0.0769230769230769,0.2222222222222222,0.0,3.888888888888889,m9_row_straight,MT3,Trumpet
0.0787037037037037,0.4473684210526316,0.1338582677165354,0.1496062992125984,0.0879629629629629,0.5,0.0551181102362204,5.7894736842105265,f1_caro_straight,MT3,Tenor saxophone
0.21875,0.2916666666666667,0.25,0.3214285714285714,0.28125,0.375,0.1428571428571428,1.75,f1_dona_straight,MT3,Tenor saxophone
0.203125,0.4814814814814814,0.2857142857142857,0.3296703296703296,0.234375,0.5555555555555556,0.1538461538461538,2.407407407407407,f1_row_straight,MT3,Tenor saxophone
0.08,0.2631578947368421,0.1226993865030674,0.1595092024539877,0.104,0.3421052631578947,0.0245398773006134,3.763157894736842,f2_caro_straight,MT3,Tenor saxophone
0.2666666666666666,0.5,0.3478260869565218,0.3768115942028985,0.2888888888888888,0.5416666666666666,0.2898550724637681,1.875,f2_dona_straight,MT3,Tenor saxophone
0.3111111111111111,0.5185185185185185,0.3888888888888889,0.3888888888888889,0.3111111111111111,0.5185185185185185,0.1944444444444444,1.6296296296296295,f2_row_straight,MT3,Tenor saxophone
0.2222222222222222,0.5833333333333334,0.3218390804597701,0.3448275862068965,0.238095238095238,0.625,0.1839080459770115,2.4583333333333335,f3_dona_straight,MT3,Tenor saxophone
0.0987654320987654,0.2962962962962963,0.1481481481481481,0.2037037037037037,0.1358024691358024,0.4074074074074074,0.0555555555555555,3.407407407407407,f3_row_straight,MT3,Tenor saxophone
0.1571428571428571,0.2894736842105263,0.2037037037037037,0.2592592592592592,0.2,0.3684210526315789,0.1111111111111111,2.263157894736842,f4_caro_straight,MT3,Tenor saxophone
0.12,0.375,0.1818181818181818,0.2626262626262626,0.1733333333333333,0.5416666666666666,0.101010101010101,3.375,f4_dona_straight,MT3,Tenor saxophone
0.4666666666666667,0.5185185185185185,0.4912280701754386,0.5964912280701755,0.5666666666666667,0.6296296296296297,0.3508771929824561,1.0740740740740742,f4_row_straight,MT3,Tenor saxophone
0.032258064516129,0.1842105263157894,0.0549019607843137,0.1019607843137254,0.0599078341013824,0.3421052631578947,0.0235294117647058,6.342105263157895,f5_caro_straight,MT3,Tenor saxophone
0.1585365853658536,0.5416666666666666,0.2452830188679245,0.320754716981132,0.2073170731707317,0.7083333333333334,0.1320754716981132,3.3333333333333335,f5_dona_straight,MT3,Tenor saxophone
0.2133333333333333,0.5925925925925926,0.3137254901960784,0.3725490196078431,0.2533333333333333,0.7037037037037037,0.1372549019607843,2.592592592592593,f5_row_straight,MT3,Tenor saxophone
0.1263157894736842,0.3157894736842105,0.1804511278195488,0.1954887218045112,0.1368421052631579,0.3421052631578947,0.0601503759398496,2.8684210526315788,f6_caro_straight,MT3,Tenor saxophone
0.112,0.5833333333333334,0.1879194630872483,0.2550335570469798,0.152,0.7916666666666666,0.1073825503355704,5.041666666666667,f6_dona_straight,MT3,Tenor saxophone
0.1506849315068493,0.4074074074074074,0.22,0.3,0.2054794520547945,0.5555555555555556,0.1,2.888888888888889,f6_row_straight,MT3,Tenor saxophone
0.0909090909090909,0.2894736842105263,0.1383647798742138,0.1761006289308176,0.1157024793388429,0.3684210526315789,0.0377358490566037,3.6052631578947367,f7_caro_straight,MT3,Tenor saxophone
0.2586206896551724,0.625,0.3658536585365854,0.3658536585365854,0.2586206896551724,0.625,0.1463414634146341,2.1666666666666665,f7_dona_straight,MT3,Tenor saxophone
0.2291666666666666,0.4074074074074074,0.2933333333333333,0.3999999999999999,0.3125,0.5555555555555556,0.16,1.962962962962963,f7_row_straight,MT3,Tenor saxophone
0.2222222222222222,0.3684210526315789,0.2772277227722772,0.3168316831683168,0.2539682539682539,0.4210526315789473,0.1386138613861386,1.9210526315789471,f8_caro_straight,MT3,Tenor saxophone
0.1690140845070422,0.5,0.2526315789473684,0.3157894736842105,0.2112676056338028,0.625,0.1473684210526315,2.9583333333333335,f8_dona_straight,MT3,Tenor saxophone
0.1724137931034483,0.3703703703703703,0.2352941176470588,0.2588235294117647,0.1896551724137931,0.4074074074074074,0.0470588235294117,2.407407407407407,f8_row_straight,MT3,Tenor saxophone
0.1607142857142857,0.2368421052631578,0.1914893617021276,0.2553191489361702,0.2142857142857142,0.3157894736842105,0.0851063829787234,2.0,f9_caro_straight,MT3,Tenor saxophone
0.2619047619047619,0.4583333333333333,0.3333333333333333,0.3939393939393939,0.3095238095238095,0.5416666666666666,0.2121212121212121,1.8333333333333333,f9_dona_straight,MT3,Tenor saxophone
0.2291666666666666,0.4074074074074074,0.2933333333333333,0.32,0.25,0.4444444444444444,0.1866666666666666,1.962962962962963,f9_row_straight,MT3,Tenor saxophone
0.0052356020942408,0.0263157894736842,0.0087336244541484,0.1659388646288209,0.0994764397905759,0.5,0.0,5.973684210526316,m10_caro_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.2427745664739884,0.1409395973154362,0.875,0.0,7.208333333333333,m10_dona_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.226950354609929,0.1403508771929824,0.5925925925925926,0.0,5.222222222222222,m10_row_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.1628959276018099,0.0983606557377049,0.4736842105263157,0.0,5.815789473684211,m11_caro_straight,MT3,Tenor saxophone
0.0072463768115942,0.0416666666666666,0.0123456790123456,0.2222222222222221,0.1304347826086956,0.75,0.0,6.666666666666667,m11_dona_straight,MT3,Tenor saxophone
0.0202020202020202,0.074074074074074,0.0317460317460317,0.2857142857142857,0.1818181818181818,0.6666666666666666,0.0,4.518518518518518,m11_row_straight,MT3,Tenor saxophone
0.0797101449275362,0.2894736842105263,0.1249999999999999,0.1477272727272727,0.0942028985507246,0.3421052631578947,0.0568181818181818,4.105263157894737,m1_caro_straight,MT3,Tenor saxophone
0.008130081300813,0.0416666666666666,0.0136054421768707,0.2448979591836734,0.1463414634146341,0.75,0.0,6.041666666666667,m1_dona_straight,MT3,Tenor saxophone
0.0128205128205128,0.037037037037037,0.019047619047619,0.2476190476190476,0.1666666666666666,0.4814814814814814,0.0,3.814814814814815,m1_row_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.1855670103092783,0.1153846153846153,0.4736842105263157,0.0,5.105263157894737,m2_caro_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.272,0.1683168316831683,0.7083333333333334,0.0,5.208333333333333,m2_dona_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.1034482758620689,0.0570342205323193,0.5555555555555556,0.0,10.74074074074074,m2_row_straight,MT3,Tenor saxophone
0.0040160642570281,0.0263157894736842,0.0069686411149825,0.1184668989547038,0.0682730923694779,0.4473684210526316,0.0,7.552631578947368,m3_caro_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.1891891891891891,0.1129032258064516,0.5833333333333334,0.0,6.166666666666667,m3_dona_straight,MT3,Tenor saxophone
0.032258064516129,0.1481481481481481,0.0529801324503311,0.1986754966887417,0.1209677419354838,0.5555555555555556,0.0,5.296296296296297,m3_row_straight,MT3,Tenor saxophone
0.0069930069930069,0.0263157894736842,0.011049723756906,0.2320441988950276,0.1468531468531468,0.5526315789473685,0.0,4.7105263157894735,m4_caro_straight,MT3,Tenor saxophone
0.0076335877862595,0.0416666666666666,0.0129032258064516,0.232258064516129,0.1374045801526717,0.75,0.0,6.375,m4_dona_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.3260869565217391,0.2307692307692307,0.5555555555555556,0.0,3.407407407407407,m4_row_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.1497326203208556,0.0939597315436241,0.3684210526315789,0.0,4.921052631578948,m5_caro_straight,MT3,Tenor saxophone
0.0083333333333333,0.0416666666666666,0.0138888888888888,0.2361111111111111,0.1416666666666666,0.7083333333333334,0.0,5.916666666666667,m5_dona_straight,MT3,Tenor saxophone
0.0181818181818181,0.037037037037037,0.024390243902439,0.4146341463414634,0.3090909090909091,0.6296296296296297,0.024390243902439,2.962962962962963,m5_row_straight,MT3,Tenor saxophone
0.0,0.0,0.0,0.2560975609756097,0.1666666666666666,0.5526315789473685,0.0,4.315789473684211,f1_caro_straight,MT3,Violin
0.0,0.0,0.0,0.325,0.2321428571428571,0.5416666666666666,0.0,3.3333333333333335,f1_dona_straight,MT3,Violin
0.0,0.0,0.0,0.3516483516483516,0.25,0.5925925925925926,0.0,3.3703703703703702,f1_row_straight,MT3,Violin
0.0,0.0,0.0,0.1759259259259259,0.1067415730337078,0.5,0.0,5.684210526315789,f2_caro_straight,MT3,Violin
0.0192307692307692,0.0416666666666666,0.0263157894736842,0.4736842105263157,0.3461538461538461,0.75,0.0263157894736842,3.0833333333333335,f2_dona_straight,MT3,Violin
0.0,0.0,0.0,0.3260869565217391,0.2307692307692307,0.5555555555555556,0.0,3.407407407407407,f2_row_straight,MT3,Violin
0.0,0.0,0.0,0.2089552238805969,0.1272727272727272,0.5833333333333334,0.0,5.583333333333333,f3_dona_straight,MT3,Violin
0.0,0.0,0.0,0.3243243243243243,0.2553191489361702,0.4444444444444444,0.0,2.740740740740741,f3_row_straight,MT3,Violin
0.0,0.0,0.0,0.2427745664739884,0.1555555555555555,0.5526315789473685,0.0,4.552631578947368,f4_caro_straight,MT3,Violin
0.0,0.0,0.0,0.4057971014492754,0.3111111111111111,0.5833333333333334,0.0,2.875,f4_dona_straight,MT3,Violin
0.0,0.0,0.0,0.4634146341463415,0.3454545454545454,0.7037037037037037,0.0,3.037037037037037,f4_row_straight,MT3,Violin
0.0,0.0,0.0,0.2075471698113208,0.1617647058823529,0.2894736842105263,0.0,2.789473684210526,f5_caro_straight,MT3,Violin
0.0,0.0,0.0,0.237037037037037,0.1441441441441441,0.6666666666666666,0.0,5.625,f5_dona_straight,MT3,Violin
0.0,0.0,0.0,0.2459016393442622,0.1578947368421052,0.5555555555555556,0.0,4.518518518518518,f5_row_straight,MT3,Violin
0.0,0.0,0.0,0.272189349112426,0.1755725190839694,0.6052631578947368,0.0,4.447368421052632,f6_caro_straight,MT3,Violin
0.0161290322580645,0.0416666666666666,0.0232558139534883,0.3488372093023256,0.2419354838709677,0.625,0.0,3.5,f6_dona_straight,MT3,Violin
0.0,0.0,0.0,0.3516483516483516,0.25,0.5925925925925926,0.0,3.3703703703703702,f6_row_straight,MT3,Violin
0.0,0.0,0.0,0.1851851851851851,0.1077586206896551,0.6578947368421053,0.0,7.105263157894737,f7_caro_straight,MT3,Violin
0.0,0.0,0.0,0.391304347826087,0.2647058823529412,0.75,0.0,3.8333333333333335,f7_dona_straight,MT3,Violin
0.0,0.0,0.0,0.4146341463414634,0.3090909090909091,0.6296296296296297,0.0,3.037037037037037,f7_row_straight,MT3,Violin
0.0147058823529411,0.0263157894736842,0.0188679245283018,0.3584905660377359,0.2794117647058823,0.5,0.0,2.736842105263158,f8_caro_straight,MT3,Violin
0.0192307692307692,0.0416666666666666,0.0263157894736842,0.3421052631578947,0.25,0.5416666666666666,0.0,3.0833333333333335,f8_dona_straight,MT3,Violin
0.0,0.0,0.0,0.24,0.1643835616438356,0.4444444444444444,0.0,3.703703703703704,f8_row_straight,MT3,Violin
0.0,0.0,0.0,0.3294117647058823,0.2978723404255319,0.3684210526315789,0.0,2.236842105263158,f9_caro_straight,MT3,Violin
